holding_id,snapshot_id,security_name,isin,pct
528d0d17-4e8c-487e-9217-238df167ba7b,fe8699d7-26ca-4d14-8db5-dadb75986d37,Units of an Alternative Investment Fund (AIF),,0.346816
ae42229e-6337-4383-a0f2-0454c913fee4,24b64332-4132-43bc-b052-1b60d893fce4,Units of an Alternative Investment Fund (AIF),,0.278674
91449412-867b-42f5-ad9b-7c48b2ee87dc,3e516cb5-698b-4f84-9591-b1025b2e40d6,Equity & Equity Related Instruments,,22.657829
1acc2389-c2b6-4c38-8d75-c610d5788d8d,3e516cb5-698b-4f84-9591-b1025b2e40d6,Units of Real Estate Investment Trust (REITs),,1.105271
105cb4b1-2eab-4846-84eb-83b2739896b8,3e516cb5-698b-4f84-9591-b1025b2e40d6,Units of an Alternative Investment Fund (AIF),,0.299759
6b77d6e3-8162-4160-9713-2e0904eb4876,2e5c3dc0-368a-4986-8da4-2b5218073cfa,Equity & Equity Related Instruments,,20.682863
dc35baa1-063b-452e-afcd-df0698fd4a6f,a7402020-9df0-4ebd-8e97-561604a3f07b,Units of an Alternative Investment Fund (AIF),,0.309148
a8cd8d43-9ea2-4f85-8ba2-789262a640d1,7cbbcb70-6b10-4c03-997b-407da75a7c91,Units of an Alternative Investment Fund (AIF),,0.291506
46d90e68-11bd-4892-ba88-e7063d941f8c,2c500c08-517f-4cd6-a894-1445c723d18f,Units of an Alternative Investment Fund (AIF),,0.305215
1bb10d82-c89f-4c5e-90f2-ea6c2138e0f9,aaf00953-c796-43c6-a6c2-6114d7cb1b17,Units of an Alternative Investment Fund (AIF),,0.308779
08630b75-f6c7-45aa-a9f0-6dfd52e44bf5,e2d0ba1f-5f1d-4b8c-8027-d122ca8463c7,Units of an Alternative Investment Fund (AIF),,0.334276
ca3fc54e-68f7-4ae8-8ebf-86e515fb83da,7f671812-dbb2-407f-89e0-dfd92a681131,Units of an Alternative Investment Fund (AIF),,0.333888
0ad95400-2d2c-4c39-aded-db86d5b211d4,e64c4bb1-2f23-4e52-9961-f51bfbcf9642,Units of an Alternative Investment Fund (AIF),,0.294709
077b51ce-5850-4bb9-b0f5-233665e6ee56,1013710b-cf7a-4d23-9086-6ff68229be89,Equity & Equity Related Instruments,,6.406631
c674c21c-5ed8-48ef-84eb-c667c3ab46c6,1013710b-cf7a-4d23-9086-6ff68229be89,Units of Real Estate Investment Trust (REITs),,6.406631
b1e18ead-9da5-4ddd-8ec9-e7cfc54a3caa,1013710b-cf7a-4d23-9086-6ff68229be89,Units of an Alternative Investment Fund (AIF),,0.39309
5e31c1a0-d1c8-4b66-b1eb-36d0fcfcf6e7,61579e94-4163-4b16-9eb0-1e4ef5123e65,Units of an Alternative Investment Fund (AIF),,0.477041
45123c89-3bfd-4c87-bce1-03442d414827,c3fb088d-c0be-453f-b448-b057b8bc600d,Units of an Alternative Investment Fund (AIF),,0.232552
b1d57661-677e-4c6b-a3d1-4c6e87205590,c370b9db-9d09-49b1-aa9d-03ce09d7d287,Units of an Alternative Investment Fund (AIF),,0.365281
13921d19-cbcc-4f1f-9d96-07e51e4aed8b,bf3ea8b2-f8fb-4b30-827f-509addf4d9ee,Equity & Equity Related Instruments,,5.126379
3d053430-8ad4-4081-872b-82d12a84d42a,bf3ea8b2-f8fb-4b30-827f-509addf4d9ee,Units of Real Estate Investment Trust (REITs),,5.126379
