holding_id,snapshot_id,security_name,isin,percentage_to_nav
46606dd5-6fab-434d-9e3d-efccb1ea923a,4e5173a4-3949-4a41-9d6d-6717dbce964e,Non-Convertible debentures / Bonds,,45.393201
438d7f9b-343d-4c51-83df-bbeccba84288,4e5173a4-3949-4a41-9d6d-6717dbce964e,Zero Coupon Bonds / Deep Discount Bonds,,1.225278
71f34336-9597-499f-b5c4-7c441f640190,b3433f33-f0b0-40b8-9249-3d3bffe52e04,Non-Convertible debentures / Bonds,,70.528374
62890570-da48-4aa7-b7ca-b0f6d77010ca,b3433f33-f0b0-40b8-9249-3d3bffe52e04,Zero Coupon Bonds / Deep Discount Bonds,,1.23152
ef11eeaf-1472-4c5d-a85e-968dd49792e9,ba21454e-1d9f-4e83-a98b-9760cb8d8c1b,Non-Convertible debentures / Bonds,,34.540777
81bff4b9-cdb1-4875-bf37-fd987b12b0bf,780af6fa-d2f1-4060-8390-695c93461379,Non-Convertible debentures / Bonds,,40.865955
8b2e49b9-0992-4365-a96d-012b2943f11a,780af6fa-d2f1-4060-8390-695c93461379,Zero Coupon Bonds / Deep Discount Bonds,,1.273226
3a980c6a-fc56-44fc-a2b0-7053d57f5ca7,aad27759-5340-44cd-bf2e-e9344c47730a,Non-Convertible debentures / Bonds,,70.382776
491b393e-834c-4043-924f-6ff5ac8ad85e,28985f02-80e4-4a5f-b54c-a4974d11799c,Non-Convertible debentures / Bonds,,34.567494
15c53a8a-5725-4e98-8ce1-7a252c31aeec,ab632453-3d87-4aa4-97e3-c4503650708d,Non-Convertible debentures / Bonds,,38.102604
5c6bce88-30ae-439d-b510-b38b38422f7a,fb7370a9-93c3-4175-9fda-c02d3318faf2,Non-Convertible debentures / Bonds,,49.31814
426e00d3-f850-42bd-9105-40d13eb107a0,be891d6e-bede-4cb7-96c2-b2bb00c2a0c8,Non-Convertible debentures / Bonds,,33.67687
40ac46ca-f1d0-42c3-89d9-3915c66c1e74,b624a58c-1863-4de8-b14c-7436b68a04e2,Non-Convertible debentures / Bonds,,54.9521
dc5dadc9-8a2c-49fb-9f9f-f6428fa07af3,c2cf540d-0b26-4658-a66d-1b3e36abc657,Zero Coupon Bonds / Deep Discount Bonds,,1.368726
c0a19088-8018-4891-901d-d65afd0ac357,4730aca3-2678-4061-8ddf-f5d6fdef6ac5,Non-Convertible debentures / Bonds,,41.801184
cbf5a06e-27b3-45b5-b9cb-bd5cdb4bda31,4730aca3-2678-4061-8ddf-f5d6fdef6ac5,Zero Coupon Bonds / Deep Discount Bonds,,1.095903
0f5d19f7-efb7-44de-9c39-75c6000386e1,c2cf540d-0b26-4658-a66d-1b3e36abc657,Non-Convertible debentures / Bonds,,65.741762
f1cdee29-64eb-47cf-abc9-a133ede0913e,d80ae8f5-5486-4936-b727-c279529a5127,Non-Convertible debentures / Bonds,,36.866889
e289fb7c-c4d3-4163-9e0f-15ac3f272996,09a9ff33-4804-4fff-97e9-45425803ec32,Non-Convertible debentures / Bonds,,41.105554
